Time,Verhicle Numbers(t),Verhicle Numbers(t-1),Verhicle Numbers(t-2),Verhicle Numbers(t-3),Verhicle Numbers(t-4)
2021-07-16 21:45:00,419,623,908,676,148
2021-07-16 21:50:00,746,419,623,908,676
2021-07-16 21:55:00,679,746,419,623,908
2021-07-16 22:00:00,135,679,746,419,623
2021-07-16 22:05:00,603,135,679,746,419
2021-07-16 22:10:00,842,603,135,679,746
2021-07-16 22:15:00,824,842,603,135,679
2021-07-16 22:20:00,495,824,842,603,135
2021-07-16 22:25:00,47,495,824,842,603
2021-07-16 22:30:00,217,47,495,824,842
2021-07-16 22:35:00,527,217,47,495,824
2021-07-16 22:40:00,694,527,217,47,495
2021-07-16 22:45:00,482,694,527,217,47
2021-07-16 22:50:00,269,482,694,527,217
2021-07-16 22:55:00,972,269,482,694,527
2021-07-16 23:00:00,309,972,269,482,694
2021-07-16 23:05:00,240,309,972,269,482
2021-07-16 23:10:00,544,240,309,972,269
2021-07-16 23:15:00,930,544,240,309,972
2021-07-16 23:20:00,421,930,544,240,309
2021-07-16 23:25:00,751,421,930,544,240
2021-07-16 23:30:00,437,751,421,930,544
2021-07-16 23:35:00,641,437,751,421,930
2021-07-16 23:40:00,416,641,437,751,421
2021-07-16 23:45:00,105,416,641,437,751
2021-07-16 23:50:00,20,105,416,641,437
2021-07-16 23:55:00,385,20,105,416,641
2021-07-17 00:00:00,572,385,20,105,416
2021-07-17 00:05:00,974,572,385,20,105
2021-07-17 00:10:00,280,974,572,385,20
2021-07-17 00:15:00,52,280,974,572,385
2021-07-17 00:20:00,571,52,280,974,572
2021-07-17 00:25:00,43,571,52,280,974
2021-07-17 00:30:00,56,43,571,52,280
2021-07-17 00:35:00,918,56,43,571,52
2021-07-17 00:40:00,236,918,56,43,571
2021-07-17 00:45:00,989,236,918,56,43
2021-07-17 00:50:00,959,989,236,918,56
2021-07-17 00:55:00,829,959,989,236,918
2021-07-17 01:00:00,451,829,959,989,236
2021-07-17 01:05:00,450,451,829,959,989
2021-07-17 01:10:00,768,450,451,829,959
2021-07-17 01:15:00,288,768,450,451,829
2021-07-17 01:20:00,271,288,768,450,451
2021-07-17 01:25:00,988,271,288,768,450
2021-07-17 01:30:00,807,988,271,288,768
2021-07-17 01:35:00,491,807,988,271,288
2021-07-17 01:40:00,446,491,807,988,271
2021-07-17 01:45:00,499,446,491,807,988
2021-07-17 01:50:00,180,499,446,491,807
2021-07-17 01:55:00,795,180,499,446,491
2021-07-17 02:00:00,101,795,180,499,446
2021-07-17 02:05:00,83,101,795,180,499
2021-07-17 02:10:00,218,83,101,795,180
2021-07-17 02:15:00,448,218,83,101,795
2021-07-17 02:20:00,261,448,218,83,101
2021-07-17 02:25:00,951,261,448,218,83
2021-07-17 02:30:00,69,951,261,448,218
2021-07-17 02:35:00,994,69,951,261,448
2021-07-17 02:40:00,749,994,69,951,261
2021-07-17 02:45:00,264,749,994,69,951
2021-07-17 02:50:00,675,264,749,994,69
2021-07-17 02:55:00,438,675,264,749,994
2021-07-17 03:00:00,187,438,675,264,749
2021-07-17 03:05:00,111,187,438,675,264
2021-07-17 03:10:00,115,111,187,438,675
2021-07-17 03:15:00,174,115,111,187,438
2021-07-17 03:20:00,106,174,115,111,187
2021-07-17 03:25:00,553,106,174,115,111
2021-07-17 03:30:00,795,553,106,174,115
2021-07-17 03:35:00,64,795,553,106,174
2021-07-17 03:40:00,797,64,795,553,106
2021-07-17 03:45:00,188,797,64,795,553
2021-07-17 03:50:00,778,188,797,64,795
2021-07-17 03:55:00,135,778,188,797,64
2021-07-17 04:00:00,176,135,778,188,797
2021-07-17 04:05:00,254,176,135,778,188
2021-07-17 04:10:00,864,254,176,135,778
2021-07-17 04:15:00,685,864,254,176,135
2021-07-17 04:20:00,902,685,864,254,176
2021-07-17 04:25:00,391,902,685,864,254
2021-07-17 04:30:00,91,391,902,685,864
2021-07-17 04:35:00,444,91,391,902,685
2021-07-17 04:40:00,180,444,91,391,902
2021-07-17 04:45:00,920,180,444,91,391
2021-07-17 04:50:00,425,920,180,444,91
2021-07-17 04:55:00,938,425,920,180,444
2021-07-17 05:00:00,912,938,425,920,180
2021-07-17 05:05:00,701,912,938,425,920
2021-07-17 05:10:00,829,701,912,938,425
2021-07-17 05:15:00,130,829,701,912,938
2021-07-17 05:20:00,201,130,829,701,912
2021-07-17 05:25:00,622,201,130,829,701
2021-07-17 05:30:00,699,622,201,130,829
2021-07-17 05:35:00,3,699,622,201,130
2021-07-17 05:40:00,852,3,699,622,201
2021-07-17 05:45:00,718,852,3,699,622
2021-07-17 05:50:00,433,718,852,3,699
2021-07-17 05:55:00,669,433,718,852,3
2021-07-17 06:00:00,218,669,433,718,852
2021-07-17 06:05:00,435,218,669,433,718
2021-07-17 06:10:00,374,435,218,669,433
2021-07-17 06:15:00,273,374,435,218,669
2021-07-17 06:20:00,684,273,374,435,218
2021-07-17 06:25:00,392,684,273,374,435
2021-07-17 06:30:00,772,392,684,273,374
2021-07-17 06:35:00,861,772,392,684,273
2021-07-17 06:40:00,432,861,772,392,684
2021-07-17 06:45:00,125,432,861,772,392
2021-07-17 06:50:00,764,125,432,861,772
2021-07-17 06:55:00,927,764,125,432,861
2021-07-17 07:00:00,487,927,764,125,432
2021-07-17 07:05:00,394,487,927,764,125
2021-07-17 07:10:00,530,394,487,927,764
2021-07-17 07:15:00,598,530,394,487,927
2021-07-17 07:20:00,183,598,530,394,487
2021-07-17 07:25:00,29,183,598,530,394
2021-07-17 07:30:00,900,29,183,598,530
2021-07-17 07:35:00,444,900,29,183,598
2021-07-17 07:40:00,882,444,900,29,183
2021-07-17 07:45:00,560,882,444,900,29
2021-07-17 07:50:00,786,560,882,444,900
2021-07-17 07:55:00,256,786,560,882,444
2021-07-17 08:00:00,7,256,786,560,882
2021-07-17 08:05:00,207,7,256,786,560
2021-07-17 08:10:00,22,207,7,256,786
2021-07-17 08:15:00,175,22,207,7,256
2021-07-17 08:20:00,479,175,22,207,7
2021-07-17 08:25:00,942,479,175,22,207
2021-07-17 08:30:00,966,942,479,175,22
2021-07-17 08:35:00,57,966,942,479,175
2021-07-17 08:40:00,828,57,966,942,479
2021-07-17 08:45:00,414,828,57,966,942
2021-07-17 08:50:00,996,414,828,57,966
2021-07-17 08:55:00,822,996,414,828,57
2021-07-17 09:00:00,196,822,996,414,828
2021-07-17 09:05:00,141,196,822,996,414
2021-07-17 09:10:00,513,141,196,822,996
2021-07-17 09:15:00,552,513,141,196,822
2021-07-17 09:20:00,943,552,513,141,196
2021-07-17 09:25:00,505,943,552,513,141
2021-07-17 09:30:00,921,505,943,552,513
2021-07-17 09:35:00,566,921,505,943,552
2021-07-17 09:40:00,117,566,921,505,943
2021-07-17 09:45:00,232,117,566,921,505
2021-07-17 09:50:00,158,232,117,566,921
2021-07-17 09:55:00,521,158,232,117,566
2021-07-17 10:00:00,326,521,158,232,117
2021-07-17 10:05:00,995,326,521,158,232
2021-07-17 10:10:00,578,995,326,521,158
2021-07-17 10:15:00,111,578,995,326,521
2021-07-17 10:20:00,929,111,578,995,326
2021-07-17 10:25:00,647,929,111,578,995
2021-07-17 10:30:00,519,647,929,111,578
2021-07-17 10:35:00,183,519,647,929,111
2021-07-17 10:40:00,443,183,519,647,929
2021-07-17 10:45:00,698,443,183,519,647
2021-07-17 10:50:00,421,698,443,183,519
2021-07-17 10:55:00,971,421,698,443,183
2021-07-17 11:00:00,704,971,421,698,443
2021-07-17 11:05:00,213,704,971,421,698
2021-07-17 11:10:00,198,213,704,971,421
2021-07-17 11:15:00,42,198,213,704,971
2021-07-17 11:20:00,673,42,198,213,704
2021-07-17 11:25:00,783,673,42,198,213
2021-07-17 11:30:00,404,783,673,42,198
2021-07-17 11:35:00,990,404,783,673,42
2021-07-17 11:40:00,150,990,404,783,673
2021-07-17 11:45:00,723,150,990,404,783
2021-07-17 11:50:00,274,723,150,990,404
2021-07-17 11:55:00,991,274,723,150,990
2021-07-17 12:00:00,207,991,274,723,150
2021-07-17 12:05:00,888,207,991,274,723
2021-07-17 12:10:00,199,888,207,991,274
2021-07-17 12:15:00,71,199,888,207,991
2021-07-17 12:20:00,894,71,199,888,207
2021-07-17 12:25:00,729,894,71,199,888
2021-07-17 12:30:00,518,729,894,71,199
2021-07-17 12:35:00,26,518,729,894,71
2021-07-17 12:40:00,121,26,518,729,894
2021-07-17 12:45:00,450,121,26,518,729
2021-07-17 12:50:00,76,450,121,26,518
2021-07-17 12:55:00,630,76,450,121,26
2021-07-17 13:00:00,799,630,76,450,121
2021-07-17 13:05:00,516,799,630,76,450
2021-07-17 13:10:00,897,516,799,630,76
2021-07-17 13:15:00,643,897,516,799,630
2021-07-17 13:20:00,494,643,897,516,799
2021-07-17 13:25:00,114,494,643,897,516
2021-07-17 13:30:00,115,114,494,643,897
2021-07-17 13:35:00,786,115,114,494,643
2021-07-17 13:40:00,72,786,115,114,494
2021-07-17 13:45:00,33,72,786,115,114
2021-07-17 13:50:00,875,33,72,786,115
2021-07-17 13:55:00,474,875,33,72,786
2021-07-17 14:00:00,648,474,875,33,72
2021-07-17 14:05:00,63,648,474,875,33
2021-07-17 14:10:00,501,63,648,474,875
2021-07-17 14:15:00,616,501,63,648,474
2021-07-17 14:20:00,691,616,501,63,648
2021-07-17 14:25:00,150,691,616,501,63
2021-07-17 14:30:00,369,150,691,616,501
2021-07-17 14:35:00,338,369,150,691,616
2021-07-17 14:40:00,643,338,369,150,691
2021-07-17 14:45:00,113,643,338,369,150
2021-07-17 14:50:00,144,113,643,338,369
2021-07-17 14:55:00,186,144,113,643,338
2021-07-17 15:00:00,503,186,144,113,643
2021-07-17 15:05:00,727,503,186,144,113
2021-07-17 15:10:00,839,727,503,186,144
2021-07-17 15:15:00,245,839,727,503,186
2021-07-17 15:20:00,505,245,839,727,503
2021-07-17 15:25:00,620,505,245,839,727
2021-07-17 15:30:00,980,620,505,245,839
2021-07-17 15:35:00,745,980,620,505,245
2021-07-17 15:40:00,995,745,980,620,505
2021-07-17 15:45:00,162,995,745,980,620
2021-07-17 15:50:00,529,162,995,745,980
2021-07-17 15:55:00,589,529,162,995,745
2021-07-17 16:00:00,637,589,529,162,995
2021-07-17 16:05:00,333,637,589,529,162
2021-07-17 16:10:00,355,333,637,589,529
2021-07-17 16:15:00,690,355,333,637,589
2021-07-17 16:20:00,39,690,355,333,637
2021-07-17 16:25:00,422,39,690,355,333
2021-07-17 16:30:00,975,422,39,690,355
2021-07-17 16:35:00,558,975,422,39,690
2021-07-17 16:40:00,578,558,975,422,39
2021-07-17 16:45:00,793,578,558,975,422
2021-07-17 16:50:00,673,793,578,558,975
2021-07-17 16:55:00,683,673,793,578,558
2021-07-17 17:00:00,645,683,673,793,578
2021-07-17 17:05:00,454,645,683,673,793
2021-07-17 17:10:00,220,454,645,683,673
2021-07-17 17:15:00,522,220,454,645,683
2021-07-17 17:20:00,106,522,220,454,645
2021-07-17 17:25:00,186,106,522,220,454
2021-07-17 17:30:00,973,186,106,522,220
2021-07-17 17:35:00,66,973,186,106,522
2021-07-17 17:40:00,633,66,973,186,106
2021-07-17 17:45:00,86,633,66,973,186
2021-07-17 17:50:00,551,86,633,66,973
2021-07-17 17:55:00,382,551,86,633,66
2021-07-17 18:00:00,31,382,551,86,633
2021-07-17 18:05:00,666,31,382,551,86
2021-07-17 18:10:00,780,666,31,382,551
2021-07-17 18:15:00,427,780,666,31,382
2021-07-17 18:20:00,132,427,780,666,31
2021-07-17 18:25:00,934,132,427,780,666
2021-07-17 18:30:00,110,934,132,427,780
2021-07-17 18:35:00,133,110,934,132,427
2021-07-17 18:40:00,97,133,110,934,132
2021-07-17 18:45:00,15,97,133,110,934
2021-07-17 18:50:00,954,15,97,133,110
2021-07-17 18:55:00,935,954,15,97,133
2021-07-17 19:00:00,182,935,954,15,97
2021-07-17 19:05:00,587,182,935,954,15
2021-07-17 19:10:00,60,587,182,935,954
2021-07-17 19:15:00,493,60,587,182,935
2021-07-17 19:20:00,897,493,60,587,182
2021-07-17 19:25:00,361,897,493,60,587
2021-07-17 19:30:00,473,361,897,493,60
2021-07-17 19:35:00,456,473,361,897,493
2021-07-17 19:40:00,589,456,473,361,897
2021-07-17 19:45:00,254,589,456,473,361
2021-07-17 19:50:00,493,254,589,456,473
2021-07-17 19:55:00,340,493,254,589,456
2021-07-17 20:00:00,169,340,493,254,589
2021-07-17 20:05:00,621,169,340,493,254
2021-07-17 20:10:00,694,621,169,340,493
2021-07-17 20:15:00,733,694,621,169,340
2021-07-17 20:20:00,716,733,694,621,169
2021-07-17 20:25:00,204,716,733,694,621
2021-07-17 20:30:00,734,204,716,733,694
2021-07-17 20:35:00,368,734,204,716,733
2021-07-17 20:40:00,677,368,734,204,716
2021-07-17 20:45:00,97,677,368,734,204
2021-07-17 20:50:00,360,97,677,368,734
2021-07-17 20:55:00,722,360,97,677,368
2021-07-17 21:00:00,733,722,360,97,677
2021-07-17 21:05:00,595,733,722,360,97
2021-07-17 21:10:00,577,595,733,722,360
2021-07-17 21:15:00,189,577,595,733,722
2021-07-17 21:20:00,680,189,577,595,733
2021-07-17 21:25:00,539,680,189,577,595
2021-07-17 21:30:00,926,539,680,189,577
2021-07-17 21:35:00,967,926,539,680,189
2021-07-17 21:40:00,617,967,926,539,680
2021-07-17 21:45:00,912,617,967,926,539
2021-07-17 21:50:00,445,912,617,967,926
2021-07-17 21:55:00,854,445,912,617,967
2021-07-17 22:00:00,883,854,445,912,617
2021-07-17 22:05:00,352,883,854,445,912
2021-07-17 22:10:00,752,352,883,854,445
2021-07-17 22:15:00,19,752,352,883,854
2021-07-17 22:20:00,346,19,752,352,883
2021-07-17 22:25:00,79,346,19,752,352
2021-07-17 22:30:00,191,79,346,19,752
2021-07-17 22:35:00,133,191,79,346,19
2021-07-17 22:40:00,99,133,191,79,346
2021-07-17 22:45:00,111,99,133,191,79
2021-07-17 22:50:00,77,111,99,133,191
2021-07-17 22:55:00,792,77,111,99,133
2021-07-17 23:00:00,316,792,77,111,99
2021-07-17 23:05:00,501,316,792,77,111
2021-07-17 23:10:00,792,501,316,792,77
2021-07-17 23:15:00,95,792,501,316,792
2021-07-17 23:20:00,787,95,792,501,316
2021-07-17 23:25:00,543,787,95,792,501
2021-07-17 23:30:00,280,543,787,95,792
2021-07-17 23:35:00,457,280,543,787,95
2021-07-17 23:40:00,393,457,280,543,787
2021-07-17 23:45:00,194,393,457,280,543
2021-07-17 23:50:00,717,194,393,457,280
2021-07-17 23:55:00,647,717,194,393,457
2021-07-18 00:00:00,189,647,717,194,393
2021-07-18 00:05:00,517,189,647,717,194
2021-07-18 00:10:00,756,517,189,647,717
2021-07-18 00:15:00,721,756,517,189,647
2021-07-18 00:20:00,867,721,756,517,189
2021-07-18 00:25:00,761,867,721,756,517
2021-07-18 00:30:00,415,761,867,721,756
2021-07-18 00:35:00,867,415,761,867,721
2021-07-18 00:40:00,649,867,415,761,867
2021-07-18 00:45:00,926,649,867,415,761
2021-07-18 00:50:00,503,926,649,867,415
2021-07-18 00:55:00,328,503,926,649,867
2021-07-18 01:00:00,888,328,503,926,649
2021-07-18 01:05:00,835,888,328,503,926
2021-07-18 01:10:00,522,835,888,328,503
2021-07-18 01:15:00,321,522,835,888,328
2021-07-18 01:20:00,125,321,522,835,888
2021-07-18 01:25:00,114,125,321,522,835
2021-07-18 01:30:00,514,114,125,321,522
2021-07-18 01:35:00,959,514,114,125,321
2021-07-18 01:40:00,811,959,514,114,125
2021-07-18 01:45:00,202,811,959,514,114
2021-07-18 01:50:00,675,202,811,959,514
2021-07-18 01:55:00,973,675,202,811,959
2021-07-18 02:00:00,130,973,675,202,811
2021-07-18 02:05:00,342,130,973,675,202
2021-07-18 02:10:00,723,342,130,973,675
2021-07-18 02:15:00,291,723,342,130,973
2021-07-18 02:20:00,752,291,723,342,130
2021-07-18 02:25:00,957,752,291,723,342
2021-07-18 02:30:00,701,957,752,291,723
2021-07-18 02:35:00,783,701,957,752,291
2021-07-18 02:40:00,353,783,701,957,752
2021-07-18 02:45:00,200,353,783,701,957
2021-07-18 02:50:00,374,200,353,783,701
2021-07-18 02:55:00,193,374,200,353,783
2021-07-18 03:00:00,51,193,374,200,353
2021-07-18 03:05:00,622,51,193,374,200
2021-07-18 03:10:00,644,622,51,193,374
2021-07-18 03:15:00,293,644,622,51,193
2021-07-18 03:20:00,399,293,644,622,51
2021-07-18 03:25:00,899,399,293,644,622
2021-07-18 03:30:00,142,899,399,293,644
2021-07-18 03:35:00,663,142,899,399,293
2021-07-18 03:40:00,775,663,142,899,399
2021-07-18 03:45:00,3,775,663,142,899
2021-07-18 03:50:00,68,3,775,663,142
2021-07-18 03:55:00,106,68,3,775,663
2021-07-18 04:00:00,101,106,68,3,775
2021-07-18 04:05:00,22,101,106,68,3
2021-07-18 04:10:00,729,22,101,106,68
2021-07-18 04:15:00,646,729,22,101,106
2021-07-18 04:20:00,53,646,729,22,101
2021-07-18 04:25:00,523,53,646,729,22
2021-07-18 04:30:00,557,523,53,646,729
2021-07-18 04:35:00,732,557,523,53,646
2021-07-18 04:40:00,106,732,557,523,53
2021-07-18 04:45:00,715,106,732,557,523
2021-07-18 04:50:00,860,715,106,732,557
2021-07-18 04:55:00,248,860,715,106,732
2021-07-18 05:00:00,265,248,860,715,106
2021-07-18 05:05:00,921,265,248,860,715
2021-07-18 05:10:00,951,921,265,248,860
2021-07-18 05:15:00,448,951,921,265,248
2021-07-18 05:20:00,473,448,951,921,265
2021-07-18 05:25:00,697,473,448,951,921
2021-07-18 05:30:00,595,697,473,448,951
2021-07-18 05:35:00,284,595,697,473,448
2021-07-18 05:40:00,511,284,595,697,473
2021-07-18 05:45:00,264,511,284,595,697
2021-07-18 05:50:00,543,264,511,284,595
2021-07-18 05:55:00,480,543,264,511,284
2021-07-18 06:00:00,421,480,543,264,511
2021-07-18 06:05:00,274,421,480,543,264
2021-07-18 06:10:00,799,274,421,480,543
2021-07-18 06:15:00,282,799,274,421,480
2021-07-18 06:20:00,822,282,799,274,421
2021-07-18 06:25:00,43,822,282,799,274
2021-07-18 06:30:00,547,43,822,282,799
2021-07-18 06:35:00,545,547,43,822,282
2021-07-18 06:40:00,931,545,547,43,822
2021-07-18 06:45:00,859,931,545,547,43
2021-07-18 06:50:00,687,859,931,545,547
2021-07-18 06:55:00,387,687,859,931,545
2021-07-18 07:00:00,827,387,687,859,931
2021-07-18 07:05:00,665,827,387,687,859
2021-07-18 07:10:00,938,665,827,387,687
2021-07-18 07:15:00,931,938,665,827,387
2021-07-18 07:20:00,164,931,938,665,827
2021-07-18 07:25:00,955,164,931,938,665
2021-07-18 07:30:00,6,955,164,931,938
2021-07-18 07:35:00,340,6,955,164,931
2021-07-18 07:40:00,441,340,6,955,164
2021-07-18 07:45:00,944,441,340,6,955
2021-07-18 07:50:00,631,944,441,340,6
2021-07-18 07:55:00,80,631,944,441,340
2021-07-18 08:00:00,154,80,631,944,441
2021-07-18 08:05:00,820,154,80,631,944
2021-07-18 08:10:00,383,820,154,80,631
2021-07-18 08:15:00,723,383,820,154,80
2021-07-18 08:20:00,663,723,383,820,154
2021-07-18 08:25:00,250,663,723,383,820
2021-07-18 08:30:00,602,250,663,723,383
2021-07-18 08:35:00,411,602,250,663,723
2021-07-18 08:40:00,246,411,602,250,663
2021-07-18 08:45:00,271,246,411,602,250
2021-07-18 08:50:00,811,271,246,411,602
2021-07-18 08:55:00,459,811,271,246,411
2021-07-18 09:00:00,576,459,811,271,246
2021-07-18 09:05:00,437,576,459,811,271
2021-07-18 09:10:00,528,437,576,459,811
2021-07-18 09:15:00,750,528,437,576,459
2021-07-18 09:20:00,21,750,528,437,576
2021-07-18 09:25:00,342,21,750,528,437
2021-07-18 09:30:00,567,342,21,750,528
2021-07-18 09:35:00,696,567,342,21,750
2021-07-18 09:40:00,355,696,567,342,21
2021-07-18 09:45:00,679,355,696,567,342
2021-07-18 09:50:00,722,679,355,696,567
2021-07-18 09:55:00,495,722,679,355,696
2021-07-18 10:00:00,995,495,722,679,355
2021-07-18 10:05:00,187,995,495,722,679
2021-07-18 10:10:00,708,187,995,495,722
2021-07-18 10:15:00,50,708,187,995,495
2021-07-18 10:20:00,712,50,708,187,995
2021-07-18 10:25:00,783,712,50,708,187
2021-07-18 10:30:00,765,783,712,50,708
2021-07-18 10:35:00,488,765,783,712,50
2021-07-18 10:40:00,482,488,765,783,712
2021-07-18 10:45:00,695,482,488,765,783
2021-07-18 10:50:00,92,695,482,488,765
2021-07-18 10:55:00,350,92,695,482,488
2021-07-18 11:00:00,153,350,92,695,482
2021-07-18 11:05:00,373,153,350,92,695
2021-07-18 11:10:00,780,373,153,350,92
2021-07-18 11:15:00,762,780,373,153,350
2021-07-18 11:20:00,257,762,780,373,153
2021-07-18 11:25:00,236,257,762,780,373
2021-07-18 11:30:00,115,236,257,762,780
2021-07-18 11:35:00,537,115,236,257,762
2021-07-18 11:40:00,79,537,115,236,257
2021-07-18 11:45:00,307,79,537,115,236
2021-07-18 11:50:00,124,307,79,537,115
2021-07-18 11:55:00,402,124,307,79,537
2021-07-18 12:00:00,563,402,124,307,79
2021-07-18 12:05:00,170,563,402,124,307
2021-07-18 12:10:00,925,170,563,402,124
2021-07-18 12:15:00,313,925,170,563,402
2021-07-18 12:20:00,179,313,925,170,563
2021-07-18 12:25:00,707,179,313,925,170
2021-07-18 12:30:00,726,707,179,313,925
2021-07-18 12:35:00,517,726,707,179,313
2021-07-18 12:40:00,899,517,726,707,179
2021-07-18 12:45:00,625,899,517,726,707
2021-07-18 12:50:00,574,625,899,517,726
2021-07-18 12:55:00,864,574,625,899,517
2021-07-18 13:00:00,349,864,574,625,899
2021-07-18 13:05:00,643,349,864,574,625
2021-07-18 13:10:00,640,643,349,864,574
2021-07-18 13:15:00,363,640,643,349,864
2021-07-18 13:20:00,224,363,640,643,349
2021-07-18 13:25:00,312,224,363,640,643
2021-07-18 13:30:00,833,312,224,363,640
2021-07-18 13:35:00,963,833,312,224,363
2021-07-18 13:40:00,666,963,833,312,224
2021-07-18 13:45:00,188,666,963,833,312
2021-07-18 13:50:00,118,188,666,963,833
2021-07-18 13:55:00,962,118,188,666,963
2021-07-18 14:00:00,253,962,118,188,666
2021-07-18 14:05:00,721,253,962,118,188
2021-07-18 14:10:00,902,721,253,962,118
2021-07-18 14:15:00,20,902,721,253,962
2021-07-18 14:20:00,791,20,902,721,253
2021-07-18 14:25:00,367,791,20,902,721
2021-07-18 14:30:00,178,367,791,20,902
2021-07-18 14:35:00,475,178,367,791,20
2021-07-18 14:40:00,568,475,178,367,791
2021-07-18 14:45:00,1,568,475,178,367
2021-07-18 14:50:00,806,1,568,475,178
2021-07-18 14:55:00,199,806,1,568,475
2021-07-18 15:00:00,127,199,806,1,568
2021-07-18 15:05:00,43,127,199,806,1
2021-07-18 15:10:00,793,43,127,199,806
2021-07-18 15:15:00,356,793,43,127,199
2021-07-18 15:20:00,4,356,793,43,127
2021-07-18 15:25:00,94,4,356,793,43
2021-07-18 15:30:00,755,94,4,356,793
2021-07-18 15:35:00,738,755,94,4,356
2021-07-18 15:40:00,86,738,755,94,4
2021-07-18 15:45:00,152,86,738,755,94
2021-07-18 15:50:00,747,152,86,738,755
2021-07-18 15:55:00,646,747,152,86,738
2021-07-18 16:00:00,164,646,747,152,86
2021-07-18 16:05:00,99,164,646,747,152
2021-07-18 16:10:00,476,99,164,646,747
2021-07-18 16:15:00,71,476,99,164,646
2021-07-18 16:20:00,270,71,476,99,164
2021-07-18 16:25:00,414,270,71,476,99
2021-07-18 16:30:00,868,414,270,71,476
2021-07-18 16:35:00,708,868,414,270,71
2021-07-18 16:40:00,816,708,868,414,270
2021-07-18 16:45:00,838,816,708,868,414
2021-07-18 16:50:00,791,838,816,708,868
2021-07-18 16:55:00,80,791,838,816,708
2021-07-18 17:00:00,343,80,791,838,816
2021-07-18 17:05:00,838,343,80,791,838
2021-07-18 17:10:00,794,838,343,80,791
2021-07-18 17:15:00,701,794,838,343,80
2021-07-18 17:20:00,37,701,794,838,343
2021-07-18 17:25:00,728,37,701,794,838
2021-07-18 17:30:00,149,728,37,701,794
2021-07-18 17:35:00,946,149,728,37,701
2021-07-18 17:40:00,720,946,149,728,37
2021-07-18 17:45:00,884,720,946,149,728
2021-07-18 17:50:00,176,884,720,946,149
2021-07-18 17:55:00,338,176,884,720,946
2021-07-18 18:00:00,264,338,176,884,720
2021-07-18 18:05:00,848,264,338,176,884
2021-07-18 18:10:00,76,848,264,338,176
2021-07-18 18:15:00,427,76,848,264,338
2021-07-18 18:20:00,207,427,76,848,264
2021-07-18 18:25:00,806,207,427,76,848
2021-07-18 18:30:00,711,806,207,427,76
2021-07-18 18:35:00,434,711,806,207,427
2021-07-18 18:40:00,310,434,711,806,207
2021-07-18 18:45:00,251,310,434,711,806
2021-07-18 18:50:00,540,251,310,434,711
2021-07-18 18:55:00,983,540,251,310,434
2021-07-18 19:00:00,229,983,540,251,310
2021-07-18 19:05:00,381,229,983,540,251
2021-07-18 19:10:00,855,381,229,983,540
2021-07-18 19:15:00,586,855,381,229,983
2021-07-18 19:20:00,200,586,855,381,229
2021-07-18 19:25:00,547,200,586,855,381
2021-07-18 19:30:00,89,547,200,586,855
2021-07-18 19:35:00,347,89,547,200,586
2021-07-18 19:40:00,418,347,89,547,200
2021-07-18 19:45:00,376,418,347,89,547
2021-07-18 19:50:00,36,376,418,347,89
2021-07-18 19:55:00,671,36,376,418,347
2021-07-18 20:00:00,714,671,36,376,418
2021-07-18 20:05:00,507,714,671,36,376
2021-07-18 20:10:00,33,507,714,671,36
2021-07-18 20:15:00,440,33,507,714,671
2021-07-18 20:20:00,679,440,33,507,714
2021-07-18 20:25:00,364,679,440,33,507
2021-07-18 20:30:00,594,364,679,440,33
2021-07-18 20:35:00,222,594,364,679,440
2021-07-18 20:40:00,788,222,594,364,679
2021-07-18 20:45:00,659,788,222,594,364
2021-07-18 20:50:00,406,659,788,222,594
2021-07-18 20:55:00,416,406,659,788,222
2021-07-18 21:00:00,341,416,406,659,788
2021-07-18 21:05:00,737,341,416,406,659
2021-07-18 21:10:00,259,737,341,416,406
2021-07-18 21:15:00,538,259,737,341,416
2021-07-18 21:20:00,57,538,259,737,341
2021-07-18 21:25:00,801,57,538,259,737
2021-07-18 21:30:00,753,801,57,538,259
2021-07-18 21:35:00,762,753,801,57,538
2021-07-18 21:40:00,66,762,753,801,57
2021-07-18 21:45:00,777,66,762,753,801
2021-07-18 21:50:00,394,777,66,762,753
2021-07-18 21:55:00,351,394,777,66,762
2021-07-18 22:00:00,939,351,394,777,66
2021-07-18 22:05:00,419,939,351,394,777
2021-07-18 22:10:00,632,419,939,351,394
2021-07-18 22:15:00,935,632,419,939,351
2021-07-18 22:20:00,242,935,632,419,939
2021-07-18 22:25:00,338,242,935,632,419
2021-07-18 22:30:00,939,338,242,935,632
2021-07-18 22:35:00,46,939,338,242,935
2021-07-18 22:40:00,451,46,939,338,242
2021-07-18 22:45:00,564,451,46,939,338
2021-07-18 22:50:00,27,564,451,46,939
2021-07-18 22:55:00,48,27,564,451,46
2021-07-18 23:00:00,54,48,27,564,451
2021-07-18 23:05:00,935,54,48,27,564
2021-07-18 23:10:00,325,935,54,48,27
2021-07-18 23:15:00,840,325,935,54,48
2021-07-18 23:20:00,214,840,325,935,54
2021-07-18 23:25:00,556,214,840,325,935
2021-07-18 23:30:00,285,556,214,840,325
2021-07-18 23:35:00,984,285,556,214,840
2021-07-18 23:40:00,545,984,285,556,214
2021-07-18 23:45:00,688,545,984,285,556
2021-07-18 23:50:00,952,688,545,984,285
2021-07-18 23:55:00,501,952,688,545,984
2021-07-19 00:00:00,77,501,952,688,545
2021-07-19 00:05:00,318,77,501,952,688
